"lsoa11cd","lsoa11nm","BP_PRE_1900","BP_1900_1918","BP_1919_1929","BP_1930_1939","BP_1945_1954","BP_1955_1964","BP_1965_1972","BP_1973_1982","BP_1983_1992","BP_1993_1999","BP_2000_2009","BP_2010_2015","BP_UNKNOWN","ALL_PROPERTIES","MODE1_VAL","MODE1_TYPE","MODE1_PC","MODE2_VAL","MODE2_TYPE","MODE2_PC","MODE2_MODE1_RATIO"
"E01004389","Waltham Forest 003D",0,0,10,420,90,0,10,170,1,30,10,10,0,730,420,"BP_1930_1939",0.58,170,"BP_1973_1982",0.23,0.4
"E01004390","Waltham Forest 003E",0,0,0,540,30,10,0,70,10,0,0,0,10,660,540,"BP_1930_1939",0.82,70,"BP_1973_1982",0.11,0.13
"E01004391","Waltham Forest 014A",120,550,1,0,20,70,0,20,40,0,0,20,20,870,550,"BP_1900_1918",0.63,120,"BP_PRE_1900",0.14,0.22
"E01004392","Waltham Forest 017A",500,270,10,1,20,1,10,1,0,50,20,20,50,960,500,"BP_PRE_1900",0.52,270,"BP_1900_1918",0.28,0.54
"E01004393","Waltham Forest 014B",70,310,0,40,70,90,30,90,80,30,20,20,1,860,310,"BP_1900_1918",0.36,90,"BP_1973_1982",0.1,0.29
"E01004394","Waltham Forest 017B",220,500,1,0,1,0,0,0,0,20,30,30,1,810,500,"BP_1900_1918",0.62,220,"BP_PRE_1900",0.27,0.44
"E01004395","Waltham Forest 018A",360,200,0,10,0,1,10,10,0,10,10,0,1,600,360,"BP_PRE_1900",0.6,200,"BP_1900_1918",0.33,0.56
"E01004396","Waltham Forest 012A",490,160,1,10,10,1,0,0,0,1,10,0,30,710,490,"BP_PRE_1900",0.69,160,"BP_1900_1918",0.23,0.33
"E01004397","Waltham Forest 017C",580,130,10,1,10,40,20,1,0,40,170,10,10,1030,580,"BP_PRE_1900",0.56,170,"BP_2000_2009",0.17,0.29
"E01004398","Waltham Forest 009A",20,1,140,140,110,20,0,60,100,20,60,1,0,680,140,"BP_1930_1939",0.21,140,"BP_1919_1929",0.21,1
"E01004399","Waltham Forest 009B",1,0,1,220,110,0,0,70,110,50,20,0,1,590,220,"BP_1930_1939",0.37,110,"BP_1983_1992",0.19,0.5
"E01004400","Waltham Forest 009C",130,170,50,90,70,20,40,10,20,0,30,10,20,660,170,"BP_1900_1918",0.26,130,"BP_PRE_1900",0.2,0.76
"E01004401","Waltham Forest 014C",550,80,20,1,1,20,0,0,10,0,10,180,10,870,550,"BP_PRE_1900",0.63,180,"BP_2010_2015",0.21,0.33
"E01004402","Waltham Forest 009D",270,60,200,60,1,50,10,1,1,1,10,0,10,670,270,"BP_PRE_1900",0.4,200,"BP_1919_1929",0.3,0.74
"E01004403","Waltham Forest 009E",80,160,170,90,90,0,0,0,10,1,10,0,1,610,170,"BP_1919_1929",0.28,160,"BP_1900_1918",0.26,0.94
"E01004404","Waltham Forest 014D",10,100,40,70,10,90,20,20,160,250,1,230,30,1010,250,"BP_1993_1999",0.25,230,"BP_2010_2015",0.23,0.92
"E01004405","Waltham Forest 020B",350,110,10,1,10,80,10,1,1,1,30,1,1,610,350,"BP_PRE_1900",0.57,110,"BP_1900_1918",0.18,0.31
"E01004406","Waltham Forest 016A",300,60,10,10,20,70,10,0,230,10,10,1,20,750,300,"BP_PRE_1900",0.4,230,"BP_1983_1992",0.31,0.77
"E01004407","Waltham Forest 013A",0,0,0,20,0,320,40,10,30,20,50,10,1,510,320,"BP_1955_1964",0.63,50,"BP_2000_2009",0.1,0.16
"E01004408","Waltham Forest 016B",230,220,70,60,0,40,30,1,20,10,60,10,1,740,230,"BP_PRE_1900",0.31,220,"BP_1900_1918",0.3,0.96
"E01004409","Waltham Forest 016C",360,100,10,20,10,30,30,30,140,10,1,10,10,750,360,"BP_PRE_1900",0.48,140,"BP_1983_1992",0.19,0.39
"E01004410","Waltham Forest 013B",200,60,10,80,20,290,20,20,140,40,10,40,20,940,290,"BP_1955_1964",0.31,200,"BP_PRE_1900",0.21,0.69
"E01004411","Waltham Forest 016D",440,80,10,10,20,10,10,20,30,10,1,0,30,660,440,"BP_PRE_1900",0.67,80,"BP_1900_1918",0.12,0.18
"E01004412","Waltham Forest 015A",420,50,20,1,20,10,60,1,60,30,30,10,40,750,420,"BP_PRE_1900",0.56,60,"BP_1983_1992",0.08,0.14
"E01004413","Waltham Forest 004C",0,0,70,110,50,0,0,90,240,30,110,0,1,700,240,"BP_1983_1992",0.34,110,"BP_2000_2009",0.16,0.46
"E01004414","Waltham Forest 005B",40,60,250,240,10,10,10,1,0,0,30,1,0,640,250,"BP_1919_1929",0.39,240,"BP_1930_1939",0.38,0.96
"E01004415","Waltham Forest 004D",40,10,150,220,1,10,0,0,80,90,1,10,1,610,220,"BP_1930_1939",0.36,150,"BP_1919_1929",0.25,0.68
"E01004416","Waltham Forest 004E",0,0,40,340,130,0,30,0,80,40,0,0,1,650,340,"BP_1930_1939",0.52,130,"BP_1945_1954",0.2,0.38
"E01004417","Waltham Forest 005C",20,50,210,230,10,60,10,50,10,0,50,10,1,700,230,"BP_1930_1939",0.33,210,"BP_1919_1929",0.3,0.91
"E01004418","Waltham Forest 008D",1,170,20,310,10,1,40,10,50,0,60,0,1,670,310,"BP_1930_1939",0.46,170,"BP_1900_1918",0.25,0.55
"E01004419","Waltham Forest 008E",0,70,200,160,10,10,1,1,210,0,0,0,1,660,210,"BP_1983_1992",0.32,200,"BP_1919_1929",0.3,0.95
"E01004420","Waltham Forest 020C",420,190,50,10,20,1,1,1,10,1,30,1,10,730,420,"BP_PRE_1900",0.58,190,"BP_1900_1918",0.26,0.45
"E01004421","Waltham Forest 018B",100,160,270,60,0,0,1,0,0,0,10,10,1,610,270,"BP_1919_1929",0.44,160,"BP_1900_1918",0.26,0.59
"E01004422","Waltham Forest 022A",30,90,340,110,0,0,0,0,0,0,40,0,1,610,340,"BP_1919_1929",0.56,110,"BP_1930_1939",0.18,0.32
"E01004423","Waltham Forest 020D",350,50,20,30,10,110,60,30,10,40,1,20,1,730,350,"BP_PRE_1900",0.48,110,"BP_1955_1964",0.15,0.31
"E01004424","Waltham Forest 022B",190,120,60,50,0,0,10,0,1,210,1,0,10,650,210,"BP_1993_1999",0.32,190,"BP_PRE_1900",0.29,0.9
"E01004425","Waltham Forest 022C",1,670,50,1,0,0,1,0,50,0,80,0,20,880,670,"BP_1900_1918",0.76,80,"BP_2000_2009",0.09,0.12
"E01004426","Waltham Forest 022D",380,180,10,10,1,30,1,0,0,0,0,0,0,610,380,"BP_PRE_1900",0.62,180,"BP_1900_1918",0.3,0.47
"E01004427","Waltham Forest 022E",40,800,0,20,1,0,0,0,0,0,1,0,0,870,800,"BP_1900_1918",0.92,40,"BP_PRE_1900",0.05,0.05
"E01004428","Waltham Forest 026B",40,1,1,10,50,300,0,0,10,190,40,60,40,740,300,"BP_1955_1964",0.41,190,"BP_1993_1999",0.26,0.63
"E01004429","Waltham Forest 026C",220,60,10,10,90,10,20,0,10,40,190,10,1,660,220,"BP_PRE_1900",0.33,190,"BP_2000_2009",0.29,0.86
"E01004430","Waltham Forest 026D",430,140,50,10,10,10,0,1,70,0,160,30,10,910,430,"BP_PRE_1900",0.47,160,"BP_2000_2009",0.18,0.37
"E01004432","Waltham Forest 023D",510,50,30,60,1,1,1,10,0,0,20,0,10,710,510,"BP_PRE_1900",0.72,60,"BP_1930_1939",0.08,0.12
"E01004434","Waltham Forest 026E",230,170,20,30,30,100,0,30,120,0,30,0,10,770,230,"BP_PRE_1900",0.3,170,"BP_1900_1918",0.22,0.74
"E01004435","Waltham Forest 023E",250,330,30,20,0,30,0,1,40,0,80,50,20,840,330,"BP_1900_1918",0.39,250,"BP_PRE_1900",0.3,0.76
"E01004436","Waltham Forest 021B",60,350,20,20,1,10,10,10,1,0,30,0,20,540,350,"BP_1900_1918",0.65,60,"BP_PRE_1900",0.11,0.17
"E01004437","Waltham Forest 021C",70,510,10,40,10,50,30,60,1,1,10,0,30,820,510,"BP_1900_1918",0.62,70,"BP_PRE_1900",0.09,0.14
"E01004438","Waltham Forest 024C",240,370,10,30,20,0,1,1,0,0,110,10,20,810,370,"BP_1900_1918",0.46,240,"BP_PRE_1900",0.3,0.65
"E01004439","Waltham Forest 021D",120,340,50,80,0,30,20,1,20,0,10,0,10,670,340,"BP_1900_1918",0.51,120,"BP_PRE_1900",0.18,0.35
"E01004440","Waltham Forest 024D",230,340,0,1,1,50,0,10,40,0,120,10,30,830,340,"BP_1900_1918",0.41,230,"BP_PRE_1900",0.28,0.68
"E01004441","Waltham Forest 024E",30,420,30,1,50,1,10,0,70,1,0,1,1,620,420,"BP_1900_1918",0.68,70,"BP_1983_1992",0.11,0.17
"E01004442","Waltham Forest 021E",250,310,30,20,20,10,10,1,30,0,1,0,1,680,310,"BP_1900_1918",0.46,250,"BP_PRE_1900",0.37,0.81
"E01004443","Waltham Forest 016E",320,170,1,0,10,0,1,0,1,40,60,70,20,690,320,"BP_PRE_1900",0.46,170,"BP_1900_1918",0.25,0.53
"E01004444","Waltham Forest 017D",520,10,10,1,0,20,80,100,80,20,140,20,20,1030,520,"BP_PRE_1900",0.5,140,"BP_2000_2009",0.14,0.27
"E01004445","Waltham Forest 018C",400,110,10,1,10,1,0,30,80,0,1,10,10,650,400,"BP_PRE_1900",0.62,110,"BP_1900_1918",0.17,0.28
"E01004446","Waltham Forest 017E",530,130,10,1,0,0,0,0,1,0,1,40,40,760,530,"BP_PRE_1900",0.7,130,"BP_1900_1918",0.17,0.25
"E01004447","Waltham Forest 016F",300,270,60,1,20,1,0,10,10,1,10,10,10,690,300,"BP_PRE_1900",0.43,270,"BP_1900_1918",0.39,0.9
"E01004448","Waltham Forest 018D",370,60,0,50,10,10,20,0,110,130,1,1,10,760,370,"BP_PRE_1900",0.49,130,"BP_1993_1999",0.17,0.35
"E01004449","Waltham Forest 018E",0,1,0,0,0,0,0,190,150,230,30,0,0,600,230,"BP_1993_1999",0.38,190,"BP_1973_1982",0.32,0.83
"E01004450","Waltham Forest 006A",10,1,180,420,0,10,0,1,0,0,0,0,1,620,420,"BP_1930_1939",0.68,180,"BP_1919_1929",0.29,0.43
"E01004451","Waltham Forest 005D",0,0,170,340,100,10,0,10,0,0,0,1,0,630,340,"BP_1930_1939",0.54,170,"BP_1919_1929",0.27,0.5
"E01004452","Waltham Forest 005E",50,30,130,310,50,40,1,1,20,20,50,70,1,780,310,"BP_1930_1939",0.4,130,"BP_1919_1929",0.17,0.42
"E01004453","Waltham Forest 006B",1,10,330,120,20,20,20,10,150,0,20,0,10,690,330,"BP_1919_1929",0.48,150,"BP_1983_1992",0.22,0.45
"E01004454","Waltham Forest 006C",10,100,290,80,20,30,70,10,1,40,10,60,1,720,290,"BP_1919_1929",0.4,100,"BP_1900_1918",0.14,0.34
"E01004455","Waltham Forest 006D",10,200,180,1,20,10,60,10,0,30,50,10,1,590,200,"BP_1900_1918",0.34,180,"BP_1919_1929",0.31,0.9
"E01004456","Waltham Forest 006E",0,0,10,20,1,10,70,20,0,110,320,10,1,570,320,"BP_2000_2009",0.56,110,"BP_1993_1999",0.19,0.34
"E01004457","Waltham Forest 012B",160,490,40,10,10,0,0,10,0,40,1,1,0,760,490,"BP_1900_1918",0.64,160,"BP_PRE_1900",0.21,0.33
"E01004458","Waltham Forest 012C",330,290,1,1,20,20,10,1,1,10,20,30,10,750,330,"BP_PRE_1900",0.44,290,"BP_1900_1918",0.39,0.88
"E01004459","Waltham Forest 012D",1,0,70,60,100,160,0,0,0,70,80,0,0,540,160,"BP_1955_1964",0.3,100,"BP_1945_1954",0.19,0.63
"E01004460","Waltham Forest 011D",260,240,60,1,30,10,0,0,1,80,10,1,10,700,260,"BP_PRE_1900",0.37,240,"BP_1900_1918",0.34,0.92
"E01004461","Waltham Forest 014E",390,350,10,20,0,1,0,0,0,0,1,0,1,780,390,"BP_PRE_1900",0.5,350,"BP_1900_1918",0.45,0.9
"E01004462","Waltham Forest 011E",450,80,1,1,10,1,0,1,30,50,10,10,20,670,450,"BP_PRE_1900",0.67,80,"BP_1900_1918",0.12,0.18
"E01004463","Waltham Forest 012E",1,750,120,1,1,20,0,0,0,0,40,0,1,940,750,"BP_1900_1918",0.8,120,"BP_1919_1929",0.13,0.16
"E01004464","Waltham Forest 013C",150,30,1,1,40,110,290,1,0,10,20,10,1,670,290,"BP_1965_1972",0.43,150,"BP_PRE_1900",0.22,0.52
"E01004465","Waltham Forest 015B",320,120,10,20,10,50,10,0,10,1,20,10,0,580,320,"BP_PRE_1900",0.55,120,"BP_1900_1918",0.21,0.38
"E01004466","Waltham Forest 015C",580,30,1,0,10,10,1,20,0,10,10,1,1,670,580,"BP_PRE_1900",0.87,30,"BP_1900_1918",0.04,0.05
"E01004467","Waltham Forest 015D",210,60,60,120,30,80,0,0,130,140,80,40,10,950,210,"BP_PRE_1900",0.22,140,"BP_1993_1999",0.15,0.67
"E01004468","Waltham Forest 015E",30,90,40,450,20,20,20,10,1,10,1,20,10,710,450,"BP_1930_1939",0.63,90,"BP_1900_1918",0.13,0.2
"E01004469","Waltham Forest 013D",10,30,90,60,60,150,60,170,20,1,1,1,0,650,170,"BP_1973_1982",0.26,150,"BP_1955_1964",0.23,0.88
"E01004470","Waltham Forest 013E",300,100,50,1,1,20,90,20,10,0,10,10,1,620,300,"BP_PRE_1900",0.48,100,"BP_1900_1918",0.16,0.33
"E01004471","Waltham Forest 013F",190,40,20,60,1,30,220,0,80,1,20,10,10,680,220,"BP_1965_1972",0.32,190,"BP_PRE_1900",0.28,0.86
"E01004472","Wandsworth 021A",440,130,1,0,0,1,20,100,0,0,60,20,0,760,440,"BP_PRE_1900",0.58,130,"BP_1900_1918",0.17,0.3
"E01004473","Wandsworth 026A",480,90,0,10,0,10,60,0,40,1,50,40,1,790,480,"BP_PRE_1900",0.61,90,"BP_1900_1918",0.11,0.19
"E01004474","Wandsworth 021B",580,50,10,10,100,1,1,30,30,30,130,50,1,1010,580,"BP_PRE_1900",0.57,130,"BP_2000_2009",0.13,0.22
"E01004475","Wandsworth 026B",570,10,10,0,0,50,0,10,0,10,0,10,1,650,570,"BP_PRE_1900",0.88,50,"BP_1955_1964",0.08,0.09
"E01004476","Wandsworth 021C",180,40,0,300,140,10,0,10,60,50,70,80,1,930,300,"BP_1930_1939",0.32,180,"BP_PRE_1900",0.19,0.6
"E01004477","Wandsworth 017A",370,80,60,30,0,10,0,1,0,90,1,1,10,640,370,"BP_PRE_1900",0.58,90,"BP_1993_1999",0.14,0.24
"E01004478","Wandsworth 017B",520,1,0,0,1,10,0,0,10,0,0,1,0,550,520,"BP_PRE_1900",0.95,10,"BP_1983_1992",0.02,0.02
"E01004479","Wandsworth 017C",420,60,10,20,20,60,20,10,10,0,10,10,10,640,420,"BP_PRE_1900",0.66,60,"BP_1955_1964",0.09,0.14
"E01004480","Wandsworth 026C",520,130,0,10,0,1,20,0,1,10,1,0,0,690,520,"BP_PRE_1900",0.75,130,"BP_1900_1918",0.19,0.25
"E01004481","Wandsworth 029A",370,270,40,0,1,1,10,0,1,1,20,1,10,730,370,"BP_PRE_1900",0.51,270,"BP_1900_1918",0.37,0.73
"E01004482","Wandsworth 030A",120,270,80,0,0,130,1,0,0,30,10,1,1,630,270,"BP_1900_1918",0.43,130,"BP_1955_1964",0.21,0.48
"E01004483","Wandsworth 026D",80,50,0,0,0,100,0,0,1,560,260,1,1,1050,560,"BP_1993_1999",0.53,260,"BP_2000_2009",0.25,0.46
"E01004484","Wandsworth 026E",240,220,1,0,1,0,180,1,20,0,10,0,1,680,240,"BP_PRE_1900",0.35,220,"BP_1900_1918",0.32,0.92
"E01004485","Wandsworth 030B",260,160,1,0,1,1,60,160,0,10,50,1,10,710,260,"BP_PRE_1900",0.37,160,"BP_1973_1982",0.23,0.62
"E01004486","Wandsworth 026F",430,120,0,0,1,10,20,60,110,10,10,1,10,790,430,"BP_PRE_1900",0.54,120,"BP_1900_1918",0.15,0.28
"E01004487","Wandsworth 030C",460,200,1,0,1,10,20,0,0,0,0,0,10,710,460,"BP_PRE_1900",0.65,200,"BP_1900_1918",0.28,0.43
"E01004488","Wandsworth 029B",250,310,10,0,0,50,20,1,0,0,0,0,10,640,310,"BP_1900_1918",0.48,250,"BP_PRE_1900",0.39,0.81
"E01004489","Wandsworth 030D",210,350,0,0,0,0,1,0,0,0,1,0,10,560,350,"BP_1900_1918",0.63,210,"BP_PRE_1900",0.38,0.6
"E01004490","Wandsworth 031A",430,100,0,30,1,0,10,0,1,10,30,0,1,620,430,"BP_PRE_1900",0.69,100,"BP_1900_1918",0.16,0.23
"E01004491","Wandsworth 031B",40,0,0,0,0,370,1,0,1,10,230,250,0,900,370,"BP_1955_1964",0.41,250,"BP_2010_2015",0.28,0.68
"E01004492","Wandsworth 031C",310,60,1,0,10,10,0,170,10,150,10,1,10,750,310,"BP_PRE_1900",0.41,170,"BP_1973_1982",0.23,0.55
"E01004493","Wandsworth 019A",410,180,1,1,1,0,0,170,10,10,50,10,10,860,410,"BP_PRE_1900",0.48,180,"BP_1900_1918",0.21,0.44
"E01004494","Wandsworth 018A",290,200,0,50,0,1,0,30,50,100,100,170,1,980,290,"BP_PRE_1900",0.3,200,"BP_1900_1918",0.2,0.69
"E01004495","Wandsworth 024A",60,100,0,300,0,0,0,60,0,20,1,0,0,530,300,"BP_1930_1939",0.57,100,"BP_1900_1918",0.19,0.33
"E01004496","Wandsworth 024B",450,150,10,10,0,50,30,20,0,40,200,1,10,950,450,"BP_PRE_1900",0.47,200,"BP_2000_2009",0.21,0.44
"E01004497","Wandsworth 024C",450,70,0,0,0,10,0,0,0,30,0,0,0,550,450,"BP_PRE_1900",0.82,70,"BP_1900_1918",0.13,0.16
"E01004498","Wandsworth 031D",650,80,10,0,0,20,0,0,0,10,20,1,10,800,650,"BP_PRE_1900",0.81,80,"BP_1900_1918",0.1,0.12
"E01004499","Wandsworth 020A",420,80,1,20,50,20,70,40,30,1,20,10,10,760,420,"BP_PRE_1900",0.55,80,"BP_1900_1918",0.11,0.19
"E01004500","Wandsworth 014A",50,10,10,40,10,390,160,110,40,1,40,210,1,1070,390,"BP_1955_1964",0.36,210,"BP_2010_2015",0.2,0.54
"E01004501","Wandsworth 014B",80,50,10,40,260,110,110,10,20,20,30,0,10,730,260,"BP_1945_1954",0.36,110,"BP_1965_1972",0.15,0.42
"E01004502","Wandsworth 020B",250,350,20,1,10,10,1,30,1,1,20,10,10,720,350,"BP_1900_1918",0.49,250,"BP_PRE_1900",0.35,0.71
"E01004503","Wandsworth 014C",150,120,30,20,20,270,50,20,0,70,1,0,1,760,270,"BP_1955_1964",0.36,150,"BP_PRE_1900",0.2,0.56
"E01004504","Wandsworth 020C",110,20,60,170,1,1,140,20,10,40,1,1,10,590,170,"BP_1930_1939",0.29,140,"BP_1965_1972",0.24,0.82
"E01004505","Wandsworth 014D",90,90,0,130,0,200,190,110,10,30,20,20,10,880,200,"BP_1955_1964",0.23,190,"BP_1965_1972",0.22,0.95
"E01004506","Wandsworth 011A",260,30,0,60,1,130,230,90,0,0,150,10,10,970,260,"BP_PRE_1900",0.27,230,"BP_1965_1972",0.24,0.88
"E01004507","Wandsworth 014E",100,60,1,110,40,180,180,90,60,20,130,130,20,1120,180,"BP_1965_1972",0.16,180,"BP_1955_1964",0.16,1
"E01004508","Wandsworth 012A",850,50,0,0,20,10,40,0,1,0,50,20,20,1060,850,"BP_PRE_1900",0.8,50,"BP_2000_2009",0.05,0.06
"E01004509","Wandsworth 010A",150,30,0,180,10,1,20,110,130,30,540,10,10,1210,540,"BP_2000_2009",0.45,180,"BP_1930_1939",0.15,0.33
"E01004510","Wandsworth 012B",430,80,1,90,10,1,0,40,100,30,110,1,10,910,430,"BP_PRE_1900",0.47,110,"BP_2000_2009",0.12,0.26
"E01004511","Wandsworth 010B",530,70,0,0,0,20,0,0,30,10,1,30,10,690,530,"BP_PRE_1900",0.77,70,"BP_1900_1918",0.1,0.13
"E01004512","Wandsworth 019B",310,190,0,1,10,20,0,0,60,30,10,1,1,630,310,"BP_PRE_1900",0.49,190,"BP_1900_1918",0.3,0.61
"E01004513","Wandsworth 018B",100,90,0,0,140,280,70,50,60,10,50,0,1,840,280,"BP_1955_1964",0.33,140,"BP_1945_1954",0.17,0.5
"E01004514","Wandsworth 012C",550,30,90,0,0,40,0,10,20,50,20,10,10,820,550,"BP_PRE_1900",0.67,90,"BP_1919_1929",0.11,0.16
"E01004515","Wandsworth 012D",320,1,0,1,0,10,0,60,240,110,10,0,10,760,320,"BP_PRE_1900",0.42,240,"BP_1983_1992",0.32,0.75
"E01004516","Wandsworth 036A",30,380,70,1,40,0,0,0,0,0,1,0,1,530,380,"BP_1900_1918",0.72,70,"BP_1919_1929",0.13,0.18
"E01004517","Wandsworth 037A",250,520,10,0,10,0,0,1,10,1,60,0,1,860,520,"BP_1900_1918",0.6,250,"BP_PRE_1900",0.29,0.48
"E01004518","Wandsworth 036B",180,410,10,1,1,0,60,1,1,0,1,0,1,670,410,"BP_1900_1918",0.61,180,"BP_PRE_1900",0.27,0.44
"E01004519","Wandsworth 036C",10,320,250,0,10,20,20,0,0,10,1,0,1,640,320,"BP_1900_1918",0.5,250,"BP_1919_1929",0.39,0.78
"E01004520","Wandsworth 036D",60,180,220,1,0,0,0,0,0,0,1,10,1,470,220,"BP_1919_1929",0.47,180,"BP_1900_1918",0.38,0.82
"E01004521","Wandsworth 037B",430,240,1,0,0,10,50,0,10,10,40,0,1,780,430,"BP_PRE_1900",0.55,240,"BP_1900_1918",0.31,0.56
"E01004522","Wandsworth 037C",390,130,90,0,0,0,0,0,1,20,10,10,1,660,390,"BP_PRE_1900",0.59,130,"BP_1900_1918",0.2,0.33
"E01004523","Wandsworth 036E",100,230,10,30,1,140,50,90,110,0,1,0,1,760,230,"BP_1900_1918",0.3,140,"BP_1955_1964",0.18,0.61
"E01004524","Wandsworth 037D",50,10,0,0,280,180,120,0,160,0,10,0,1,820,280,"BP_1945_1954",0.34,180,"BP_1955_1964",0.22,0.64
"E01004525","Wandsworth 035A",570,120,0,0,0,0,0,0,0,0,1,20,1,710,570,"BP_PRE_1900",0.8,120,"BP_1900_1918",0.17,0.21
"E01004526","Wandsworth 035B",470,10,0,10,60,1,10,1,80,1,10,10,1,670,470,"BP_PRE_1900",0.7,80,"BP_1983_1992",0.12,0.17
"E01004527","Wandsworth 035C",400,130,0,0,20,1,0,0,0,10,1,0,10,580,400,"BP_PRE_1900",0.69,130,"BP_1900_1918",0.22,0.33
"E01004528","Wandsworth 035D",60,120,0,10,1,0,60,0,300,110,20,70,10,740,300,"BP_1983_1992",0.41,120,"BP_1900_1918",0.16,0.4
"E01004529","Wandsworth 035E",590,110,10,30,40,0,0,10,1,0,110,0,1,900,590,"BP_PRE_1900",0.66,110,"BP_2000_2009",0.12,0.19
"E01004530","Wandsworth 035F",660,10,10,1,10,10,0,0,30,1,30,40,1,800,660,"BP_PRE_1900",0.83,40,"BP_2010_2015",0.05,0.06
"E01004531","Wandsworth 033A",340,250,110,0,0,0,0,0,0,0,1,0,0,690,340,"BP_PRE_1900",0.49,250,"BP_1900_1918",0.36,0.74
"E01004532","Wandsworth 032A",260,370,1,0,0,0,10,0,1,10,1,0,10,660,370,"BP_1900_1918",0.56,260,"BP_PRE_1900",0.39,0.7
"E01004533","Wandsworth 033B",250,240,110,0,0,0,0,0,0,0,0,0,1,590,250,"BP_PRE_1900",0.42,240,"BP_1900_1918",0.41,0.96
"E01004534","Wandsworth 008A",620,10,1,1,1,0,0,50,90,90,10,0,10,890,620,"BP_PRE_1900",0.7,90,"BP_1993_1999",0.1,0.15
"E01004535","Wandsworth 007A",0,0,0,20,1,210,470,10,0,0,50,0,0,750,470,"BP_1965_1972",0.63,210,"BP_1955_1964",0.28,0.45
"E01004536","Wandsworth 008B",40,10,0,1,0,180,240,170,290,0,30,570,10,1530,570,"BP_2010_2015",0.37,290,"BP_1983_1992",0.19,0.51
"E01004537","Wandsworth 007B",1,0,100,20,60,50,460,80,1,0,40,0,1,820,460,"BP_1965_1972",0.56,100,"BP_1919_1929",0.12,0.22
"E01004538","Wandsworth 007C",40,0,0,90,330,10,120,120,0,0,250,10,10,980,330,"BP_1945_1954",0.34,250,"BP_2000_2009",0.26,0.76
"E01004539","Wandsworth 003A",10,0,1,0,140,420,190,0,10,20,1,0,20,820,420,"BP_1955_1964",0.51,190,"BP_1965_1972",0.23,0.45
"E01004540","Wandsworth 003B",280,320,50,0,10,70,230,1,1,20,50,70,20,1110,320,"BP_1900_1918",0.29,280,"BP_PRE_1900",0.25,0.88
"E01004541","Wandsworth 007D",40,1,0,0,0,0,80,220,390,60,1,0,10,790,390,"BP_1983_1992",0.49,220,"BP_1973_1982",0.28,0.56
"E01004542","Wandsworth 021D",470,80,0,10,10,20,40,0,10,0,0,1,0,630,470,"BP_PRE_1900",0.75,80,"BP_1900_1918",0.13,0.17
"E01004543","Wandsworth 027A",520,90,1,0,1,0,0,1,10,80,20,1,10,740,520,"BP_PRE_1900",0.7,90,"BP_1900_1918",0.12,0.17
"E01004544","Wandsworth 021E",530,50,0,1,0,0,10,0,1,0,1,0,1,610,530,"BP_PRE_1900",0.87,50,"BP_1900_1918",0.08,0.09
"E01004545","Wandsworth 027B",370,10,1,430,1,0,0,30,1,0,40,10,0,880,430,"BP_1930_1939",0.49,370,"BP_PRE_1900",0.42,0.86
"E01004546","Wandsworth 027C",440,160,0,0,20,30,10,0,1,1,0,1,1,660,440,"BP_PRE_1900",0.67,160,"BP_1900_1918",0.24,0.36
"E01004547","Wandsworth 029C",240,90,10,30,40,10,0,0,20,120,0,30,20,600,240,"BP_PRE_1900",0.4,120,"BP_1993_1999",0.2,0.5
"E01004548","Wandsworth 029D",290,70,10,350,140,10,0,40,90,10,60,40,20,1120,350,"BP_1930_1939",0.31,290,"BP_PRE_1900",0.26,0.83
"E01004549","Wandsworth 027D",490,130,0,1,10,1,1,10,10,0,20,30,10,710,490,"BP_PRE_1900",0.69,130,"BP_1900_1918",0.18,0.27
"E01004550","Wandsworth 017D",320,20,40,40,10,0,70,1,50,1,10,1,1,570,320,"BP_PRE_1900",0.56,70,"BP_1965_1972",0.12,0.22
"E01004551","Wandsworth 012E",320,80,0,240,0,20,30,0,10,0,50,60,10,810,320,"BP_PRE_1900",0.4,240,"BP_1930_1939",0.3,0.75
"E01004552","Wandsworth 008C",850,10,1,1,1,10,0,1,1,10,40,10,10,950,850,"BP_PRE_1900",0.89,40,"BP_2000_2009",0.04,0.05
"E01004553","Wandsworth 015A",560,40,1,0,40,1,0,40,90,10,30,0,10,810,560,"BP_PRE_1900",0.69,90,"BP_1983_1992",0.11,0.16
"E01004554","Wandsworth 009A",600,50,10,0,0,1,1,0,1,0,0,1,1,670,600,"BP_PRE_1900",0.9,50,"BP_1900_1918",0.07,0.08
"E01004555","Wandsworth 017E",450,110,40,0,10,0,0,0,0,0,1,0,1,610,450,"BP_PRE_1900",0.74,110,"BP_1900_1918",0.18,0.24
"E01004556","Wandsworth 009B",570,20,0,0,1,0,1,0,10,0,10,0,10,610,570,"BP_PRE_1900",0.93,20,"BP_1900_1918",0.03,0.04
"E01004557","Wandsworth 015B",510,0,0,0,50,0,0,90,0,1,10,10,10,670,510,"BP_PRE_1900",0.76,90,"BP_1973_1982",0.13,0.18
"E01004558","Wandsworth 015C",530,10,10,20,20,20,10,50,0,1,10,10,10,700,530,"BP_PRE_1900",0.76,50,"BP_1973_1982",0.07,0.09
"E01004559","Wandsworth 015D",420,50,1,0,30,10,0,10,1,10,1,0,1,550,420,"BP_PRE_1900",0.76,50,"BP_1900_1918",0.09,0.12
